1,1,606,102,69,97,1,-1,-1,-1
2,1,606,102,69,97,1,-1,-1,-1
3,1,604,108,69,97,1,-1,-1,-1
4,1,605,126,69,97,1,-1,-1,-1
5,1,604,140,69,97,1,-1,-1,-1
6,1,604,145,69,97,1,-1,-1,-1
7,1,604,158,69,97,1,-1,-1,-1
8,1,605,178,69,97,1,-1,-1,-1
9,1,605,193,69,97,1,-1,-1,-1
10,1,604,195,69,97,1,-1,-1,-1
11,1,604,210,69,97,1,-1,-1,-1
12,1,604,230,69,97,1,-1,-1,-1
13,1,605,243,69,97,1,-1,-1,-1
14,1,604,245,69,97,1,-1,-1,-1
15,1,604,259,69,97,1,-1,-1,-1
16,1,604,279,69,97,1,-1,-1,-1
17,1,604,296,69,97,1,-1,-1,-1
18,1,604,300,69,97,1,-1,-1,-1
19,1,604,312,69,97,1,-1,-1,-1
20,1,605,331,69,97,1,-1,-1,-1
21,1,604,347,69,97,1,-1,-1,-1
22,1,604,353,69,97,1,-1,-1,-1
23,1,604,373,69,97,1,-1,-1,-1
24,1,604,392,69,97,1,-1,-1,-1
25,1,604,405,69,97,1,-1,-1,-1
26,1,604,415,69,97,1,-1,-1,-1
27,1,604,427,69,97,1,-1,-1,-1
28,1,604,443,69,97,1,-1,-1,-1
29,1,604,445,69,97,1,-1,-1,-1
30,1,604,459,69,97,1,-1,-1,-1
31,1,604,479,69,97,1,-1,-1,-1
32,1,604,496,69,97,1,-1,-1,-1
33,1,618,512,69,97,1,-1,-1,-1
34,1,632,497,69,97,1,-1,-1,-1
35,1,646,496,69,97,1,-1,-1,-1
36,1,650,496,69,97,1,-1,-1,-1
37,1,650,496,69,97,1,-1,-1,-1
38,1,650,496,69,97,1,-1,-1,-1
39,1,650,496,69,97,1,-1,-1,-1
40,1,650,496,69,97,1,-1,-1,-1
41,1,650,496,69,97,1,-1,-1,-1
42,1,650,496,69,97,1,-1,-1,-1
43,1,650,496,69,97,1,-1,-1,-1
44,1,650,496,69,97,1,-1,-1,-1
45,1,650,499,69,97,1,-1,-1,-1
46,1,650,499,69,97,1,-1,-1,-1
47,1,650,500,69,97,1,-1,-1,-1
48,1,650,511,69,97,1,-1,-1,-1
49,1,650,512,69,97,1,-1,-1,-1
50,1,650,513,69,97,1,-1,-1,-1
